time,workload,stores
2025-11-04 19:09:00,0,1
2025-11-04 19:09:30,0,1
2025-11-04 19:10:00,0,1
2025-11-04 19:10:30,0,1
2025-11-04 19:11:00,0,1
2025-11-04 19:11:30,0,1
2025-11-04 19:12:00,0,1
2025-11-04 19:12:30,0,1
2025-11-04 19:13:00,0,1
2025-11-04 19:13:30,0,1
2025-11-04 19:14:00,0,1
2025-11-04 19:14:30,0,1
2025-11-04 19:15:00,0,1
2025-11-04 19:15:30,0,1
2025-11-04 19:16:00,0,1
2025-11-04 19:16:30,0,1
2025-11-04 19:17:00,0,1
2025-11-04 19:17:30,0,1
2025-11-04 19:18:00,0,1
2025-11-04 19:18:30,0,1
2025-11-04 19:19:00,0,1
2025-11-04 19:19:30,0,1
2025-11-04 19:20:00,0,1
2025-11-04 19:20:30,0,1
2025-11-04 19:21:00,0,1
2025-11-04 19:21:30,0,1
2025-11-04 19:22:00,0,1
2025-11-04 19:22:30,0,1
2025-11-04 19:23:00,0,1
2025-11-04 19:23:30,0,1
2025-11-04 19:24:00,0,1
2025-11-04 19:24:30,0,1
2025-11-04 19:25:00,0,1
2025-11-04 19:25:30,0,1
2025-11-04 19:26:00,0,1
2025-11-04 19:26:30,0,1
2025-11-04 19:27:00,0,1
2025-11-04 19:27:30,0,1
2025-11-04 19:28:00,0,1
2025-11-04 19:28:30,0,1
2025-11-04 19:29:00,0,1
2025-11-04 19:29:30,0,1
2025-11-04 19:30:00,0,1
2025-11-04 19:30:30,0,1
2025-11-04 19:31:00,0,1
2025-11-04 19:31:30,0,1
2025-11-04 19:32:00,0,1
2025-11-04 19:32:30,0,1
2025-11-04 19:33:00,0,1
2025-11-04 19:33:30,0,1
2025-11-04 19:34:00,0,1
2025-11-04 19:34:30,0,1
2025-11-04 19:35:00,0,1
2025-11-04 19:35:30,0,1
2025-11-04 19:36:00,0,1
2025-11-04 19:36:30,0,1
2025-11-04 19:37:00,0,1
2025-11-04 19:37:30,0,1
2025-11-04 19:38:00,0,1
2025-11-04 19:38:30,0,1
2025-11-04 19:39:00,0,1
2025-11-04 19:39:30,1,1
2025-11-04 19:40:00,2,1
2025-11-04 19:40:30,3,1
2025-11-04 19:41:00,4,1
2025-11-04 19:41:30,4,1
2025-11-04 19:42:00,4,1
2025-11-04 19:42:30,4,1
2025-11-04 19:43:00,3,1
2025-11-04 19:43:30,2,1
2025-11-04 19:44:00,1,1
2025-11-04 19:44:30,4,1
2025-11-04 19:45:00,8,1
2025-11-04 19:45:30,9,2
2025-11-04 19:46:00,9,2
2025-11-04 19:46:30,10,2
2025-11-04 19:47:00,10,2
2025-11-04 19:47:30,10,2
2025-11-04 19:48:00,10,2
2025-11-04 19:48:30,10,2
2025-11-04 19:49:00,9,2
2025-11-04 19:49:30,8,2
2025-11-04 19:50:00,8,2
2025-11-04 19:50:30,8,2
2025-11-04 19:51:00,9,2
2025-11-04 19:51:30,9,2
2025-11-04 19:52:00,9,2
2025-11-04 19:52:30,7,2
2025-11-04 19:53:00,6,2
2025-11-04 19:53:30,8,2
2025-11-04 19:54:00,8,2
2025-11-04 19:54:30,8,2
2025-11-04 19:55:00,9,2
2025-11-04 19:55:30,9,2
2025-11-04 19:56:00,9,2
2025-11-04 19:56:30,9,2
2025-11-04 19:57:00,9,2
2025-11-04 19:57:30,10,2
2025-11-04 19:58:00,10,2
2025-11-04 19:58:30,10,2
2025-11-04 19:59:00,9,2
2025-11-04 19:59:30,9,2
2025-11-04 20:00:00,9,2
2025-11-04 20:00:30,7,2
2025-11-04 20:01:00,7,2
2025-11-04 20:01:30,7,2
2025-11-04 20:02:00,7,2
2025-11-04 20:02:30,8,2
2025-11-04 20:03:00,8,2
2025-11-04 20:03:30,8,2
2025-11-04 20:04:00,8,2
2025-11-04 20:04:30,8,2
2025-11-04 20:05:00,9,2
2025-11-04 20:05:30,8,2
2025-11-04 20:06:00,8,2
2025-11-04 20:06:30,8,2
2025-11-04 20:07:00,8,2
2025-11-04 20:07:30,8,2
2025-11-04 20:08:00,9,2
2025-11-04 20:08:30,9,1
2025-11-04 20:09:00,9,1
2025-11-04 20:09:30,9,1
2025-11-04 20:10:00,9,1
2025-11-04 20:10:30,9,1
2025-11-04 20:11:00,7,1
2025-11-04 20:11:30,6,1
2025-11-04 20:12:00,5,1
2025-11-04 20:12:30,5,1
2025-11-04 20:13:00,5,1
2025-11-04 20:13:30,5,1
2025-11-04 20:14:00,5,1
2025-11-04 20:14:30,5,1
2025-11-04 20:15:00,6,1
2025-11-04 20:15:30,6,1
2025-11-04 20:16:00,6,1
2025-11-04 20:16:30,6,1
2025-11-04 20:17:00,6,1
2025-11-04 20:17:30,6,1
2025-11-04 20:18:00,4,1
2025-11-04 20:18:30,4,1
2025-11-04 20:19:00,4,1
2025-11-04 20:19:30,3,1
2025-11-04 20:20:00,3,1
2025-11-04 20:20:30,3,1
2025-11-04 20:21:00,3,1
2025-11-04 20:21:30,2,1
2025-11-04 20:22:00,2,1
2025-11-04 20:22:30,2,1
2025-11-04 20:23:00,2,1
2025-11-04 20:23:30,2,1
2025-11-04 20:24:00,2,1
2025-11-04 20:24:30,2,1
2025-11-04 20:25:00,2,1
2025-11-04 20:25:30,2,1
2025-11-04 20:26:00,2,1
2025-11-04 20:26:30,2,1
2025-11-04 20:27:00,2,1
2025-11-04 20:27:30,0,1
2025-11-04 20:28:00,0,1
2025-11-04 20:28:30,0,1
2025-11-04 20:29:00,0,1
2025-11-04 20:29:30,0,1
2025-11-04 20:30:00,0,1
2025-11-04 20:30:30,0,1
2025-11-04 20:31:00,0,1
2025-11-04 20:31:30,0,1
2025-11-04 20:32:00,0,1
2025-11-04 20:32:30,0,1
2025-11-04 20:33:00,0,1
2025-11-04 20:33:30,0,1
2025-11-04 20:34:00,0,1
2025-11-04 20:34:30,0,1
2025-11-04 20:35:00,0,1
2025-11-04 20:35:30,0,1
2025-11-04 20:36:00,0,1
2025-11-04 20:36:30,0,1
2025-11-04 20:37:00,0,1
2025-11-04 20:37:30,0,1
2025-11-04 20:38:00,0,1
2025-11-04 20:38:30,0,1
2025-11-04 20:39:00,0,1
2025-11-04 20:39:30,0,1
2025-11-04 20:40:00,0,1
2025-11-04 20:40:30,0,1
2025-11-04 20:41:00,0,1
2025-11-04 20:41:30,0,1
2025-11-04 20:42:00,0,1
2025-11-04 20:42:30,0,1
2025-11-04 20:43:00,0,1
2025-11-04 20:43:30,0,1
2025-11-04 20:44:00,0,1
2025-11-04 20:44:30,0,1
2025-11-04 20:45:00,0,1
2025-11-04 20:45:30,0,1
2025-11-04 20:46:00,0,1
2025-11-04 20:46:30,0,1
2025-11-04 20:47:00,0,1
2025-11-04 20:47:30,0,1
2025-11-04 20:48:00,0,1
2025-11-04 20:48:30,0,1
2025-11-04 20:49:00,0,1
2025-11-04 20:49:30,0,1
2025-11-04 20:50:00,0,1
2025-11-04 20:50:30,0,1
2025-11-04 20:51:00,0,1
2025-11-04 20:51:30,0,1
2025-11-04 20:52:00,0,1
2025-11-04 20:52:30,0,1
2025-11-04 20:53:00,0,1
2025-11-04 20:53:30,0,1
2025-11-04 20:54:00,0,1
2025-11-04 20:54:30,0,1
2025-11-04 20:55:00,0,1
2025-11-04 20:55:30,0,1
2025-11-04 20:56:00,0,1
2025-11-04 20:56:30,0,1
2025-11-04 20:57:00,0,1
2025-11-04 20:57:30,0,1
2025-11-04 20:58:00,0,1
2025-11-04 20:58:30,0,1
2025-11-04 20:59:00,0,1
2025-11-04 20:59:30,0,1
2025-11-04 21:00:00,0,1
2025-11-04 21:00:30,0,1
2025-11-04 21:01:00,0,1
2025-11-04 21:01:30,0,1
2025-11-04 21:02:00,0,1
2025-11-04 21:02:30,0,1
2025-11-04 21:03:00,0,1
2025-11-04 21:03:30,0,1
2025-11-04 21:04:00,0,1
2025-11-04 21:04:30,0,1
2025-11-04 21:05:00,0,1
2025-11-04 21:05:30,0,1
2025-11-04 21:06:00,0,1
2025-11-04 21:06:30,0,1
2025-11-04 21:07:00,0,1
2025-11-04 21:07:30,0,1
2025-11-04 21:08:00,0,1
2025-11-04 21:08:30,0,1
2025-11-04 21:09:00,0,1
2025-11-04 21:09:30,0,1
2025-11-04 21:10:00,0,1
2025-11-04 21:10:30,0,1
2025-11-04 21:11:00,1,1
2025-11-04 21:11:30,1,1
2025-11-04 21:12:00,1,1
2025-11-04 21:12:30,1,1
2025-11-04 21:13:00,1,1
2025-11-04 21:13:30,1,1
2025-11-04 21:14:00,1,1
2025-11-04 21:14:30,1,1
2025-11-04 21:15:00,1,1
2025-11-04 21:15:30,4,1
2025-11-04 21:16:00,5,1
