time,workload,stores
2025-11-04 00:10:30,0,1
2025-11-04 00:11:00,0,1
2025-11-04 00:11:30,0,1
2025-11-04 00:12:00,0,1
2025-11-04 00:12:30,0,1
2025-11-04 00:13:00,0,1
2025-11-04 00:13:30,0,1
2025-11-04 00:14:00,0,1
2025-11-04 00:14:30,0,1
2025-11-04 00:15:00,0,1
2025-11-04 00:15:30,0,1
2025-11-04 00:16:00,0,1
2025-11-04 00:16:30,0,1
2025-11-04 00:17:00,0,1
2025-11-04 00:17:30,0,1
2025-11-04 00:18:00,0,1
2025-11-04 00:18:30,0,1
2025-11-04 00:19:00,0,1
2025-11-04 00:19:30,0,1
2025-11-04 00:20:00,0,1
2025-11-04 00:20:30,0,1
2025-11-04 00:21:00,0,1
2025-11-04 00:21:30,0,1
2025-11-04 00:22:00,0,1
2025-11-04 00:22:30,0,1
2025-11-04 00:23:00,0,1
2025-11-04 00:23:30,0,1
2025-11-04 00:24:00,0,1
2025-11-04 00:24:30,0,1
2025-11-04 00:25:00,0,1
2025-11-04 00:25:30,0,1
2025-11-04 00:26:00,0,1
2025-11-04 00:26:30,0,1
2025-11-04 00:27:00,0,1
2025-11-04 00:27:30,0,1
2025-11-04 00:28:00,0,1
2025-11-04 00:28:30,0,1
2025-11-04 00:29:00,0,1
2025-11-04 00:29:30,0,1
2025-11-04 00:30:00,1,1
2025-11-04 00:30:30,1,1
2025-11-04 00:31:00,1,1
2025-11-04 00:31:30,1,1
2025-11-04 00:32:00,1,1
2025-11-04 00:32:30,1,1
2025-11-04 00:33:00,1,1
2025-11-04 00:33:30,1,1
2025-11-04 00:34:00,1,1
2025-11-04 00:34:30,1,1
2025-11-04 00:35:00,1,1
2025-11-04 00:35:30,0,1
2025-11-04 00:36:00,0,1
2025-11-04 00:36:30,0,1
2025-11-04 00:37:00,0,1
2025-11-04 00:37:30,0,1
2025-11-04 00:38:00,0,1
2025-11-04 00:38:30,0,1
2025-11-04 00:39:00,1,1
2025-11-04 00:39:30,1,1
2025-11-04 00:40:00,1,1
2025-11-04 00:40:30,1,1
2025-11-04 00:41:00,1,1
2025-11-04 00:41:30,1,1
2025-11-04 00:42:00,1,1
2025-11-04 00:42:30,1,1
2025-11-04 00:43:00,0,1
2025-11-04 00:43:30,0,1
2025-11-04 00:44:00,0,1
2025-11-04 00:44:30,0,1
2025-11-04 00:45:00,0,1
2025-11-04 00:45:30,0,1
2025-11-04 00:46:00,0,1
2025-11-04 00:46:30,0,1
2025-11-04 00:47:00,0,1
2025-11-04 00:47:30,0,1
2025-11-04 00:48:00,0,1
2025-11-04 00:48:30,0,1
2025-11-04 00:49:00,0,1
2025-11-04 00:49:30,0,1
2025-11-04 00:50:00,1,1
2025-11-04 00:50:30,1,1
2025-11-04 00:51:00,1,1
2025-11-04 00:51:30,1,1
2025-11-04 00:52:00,1,1
2025-11-04 00:52:30,1,1
2025-11-04 00:53:00,1,1
2025-11-04 00:53:30,1,1
